CASEID,v161444,v161446,v161447,v161448,v161450,v161452,v161458
402876, 1, 0, 0, 0, 0, 0, 1
402878, 0, 0, 0, 0, 0, 1, 0
402880, 0, 0, 0, 0, 0, 0, 0
402883, 0, 0, 0, 0, 0, 1, 0
402884,-1,-1,-1,-1,-1,-1,-1
402885, 0, 0, 1, 0, 1, 0, 0
402895,-1,-1,-1,-1,-1,-1,-1
402897,-1,-1,-1,-1,-1,-1,-1
402899,-1,-1,-1,-1,-1,-1,-1
402901, 0, 0, 0, 0, 0, 0, 0
402902, 0, 0, 0, 0, 0, 0, 0
402904,-1,-1,-1,-1,-1,-1,-1
402905, 0, 0, 0, 0, 0, 1, 1
402906,-1,-1,-1,-1,-1,-1,-1
402907, 0, 0, 0, 0, 0, 0, 0
402910, 0, 0, 1, 0, 1, 0, 0
402912, 0, 0, 0, 0, 0, 0, 0
402917,-1,-1,-1,-1,-1,-1,-1
402919, 0, 0, 0, 0, 0, 0, 0
402921, 0, 1, 0, 1, 0, 0, 1
402922,-1,-1,-1,-1,-1,-1,-1
402931,-1,-1,-1,-1,-1,-1,-1
402933, 0, 1, 1, 0, 0, 0, 0
402941, 0, 0, 0, 0, 0, 0, 0
402946, 1, 0, 0, 0, 0, 0, 0
402947, 1, 0, 0, 0, 0, 0, 0
402948,-1,-1,-1,-1,-1,-1,-1
402950, 0, 0, 0, 0, 0, 0, 0
402953,-1,-1,-1,-1,-1,-1,-1
402956, 0, 1, 0, 0, 0, 0, 0
402957,-1,-1,-1,-1,-1,-1,-1
402958,-1,-1,-1,-1,-1,-1,-1
402959, 0, 0, 0, 0, 0, 0, 0
402960,-1,-1,-1,-1,-1,-1,-1
402961, 1, 0, 0, 0, 0, 1, 0
402965,-1,-1,-1,-1,-1,-1,-1
402966, 1, 0, 0, 0, 0, 0, 0
402967, 0, 0, 0, 0, 0, 0, 0
402968,-1,-1,-1,-1,-1,-1,-1
402969,-1,-1,-1,-1,-1,-1,-1
402976, 0, 0, 0, 0, 0, 1, 0
402979, 1, 1, 0, 0, 0, 0, 0
402983,-1,-1,-1,-1,-1,-1,-1
402985,-1,-1,-1,-1,-1,-1,-1
402986, 1, 0, 1, 0, 0, 0, 1
402990, 0, 0, 1, 0, 0, 0, 0
402996, 0, 0, 0, 0, 0, 0, 0
403001, 1, 0, 0, 0, 0, 0, 0
403005, 0, 0, 0, 0, 0, 0, 0
403006, 0, 0, 0, 0, 0, 0, 0
403007,-1,-1,-1,-1,-1,-1,-1
403013,-1,-1,-1,-1,-1,-1,-1
403016,-1,-1,-1,-1,-1,-1,-1
403017,-1,-1,-1,-1,-1,-1,-1
403018, 1, 0, 0, 1, 0, 1, 1
403021,-1,-1,-1,-1,-1,-1,-1
403023, 1, 0, 1, 0, 0, 0, 0
403025, 0, 0, 0, 0, 0, 0, 0
403027,-1,-1,-1,-1,-1,-1,-1
403030, 0, 1, 1, 0, 0, 0, 0
403032, 0, 0, 0, 0, 0, 1, 0
403033, 1, 0, 0, 0, 0, 0, 0
403034, 1, 0, 0, 0, 0, 1, 0
403035,-1,-1,-1,-1,-1,-1,-1
403036,-1,-1,-1,-1,-1,-1,-1
403041, 0, 0, 1, 0, 0, 0, 0
403042, 0, 0, 0, 0, 0, 0, 0
403053, 1, 0, 0, 1, 0, 0, 0
403057,-1,-1,-1,-1,-1,-1,-1
403059, 0, 0, 0, 0, 0, 0, 0
403060, 1, 1, 0, 0, 0, 0, 0
403064, 1, 0, 1, 0, 0, 1, 0
403071, 0, 0, 1, 0, 0, 0, 0
403076, 0, 0, 0, 0, 0, 0, 0
403078, 0, 0, 0, 0, 0, 0, 1
403083, 1, 0, 0, 0, 0, 0, 0
403088, 1, 0, 0, 0, 0, 0, 0
403090, 0, 0, 0, 0, 0, 0, 0
403093, 0, 1, 1, 0, 0, 0, 0
403097,-1,-1,-1,-1,-1,-1,-1
403098,-1,-1,-1,-1,-1,-1,-1
403100,-1,-1,-1,-1,-1,-1,-1
403101, 1, 0, 0, 0, 0, 0, 0
403105, 0, 0, 0, 0, 0, 0, 0
403108,-1,-1,-1,-1,-1,-1,-1
403111,-1,-1,-1,-1,-1,-1,-1
403113, 0, 0, 1, 0, 1, 1, 0
403114, 0, 1, 0, 0, 0, 0, 1
403115, 0, 0, 0, 0, 0, 0, 0
403120,-1,-1,-1,-1,-1,-1,-1
403121,-1,-1,-1,-1,-1,-1,-1
403122, 0, 0, 0, 0, 0, 0, 0
403123, 0, 0, 0, 0, 0, 0, 0
403125, 0, 0, 0, 0, 0, 1, 1
403128,-1,-1,-1,-1,-1,-1,-1
403129,-1,-1,-1,-1,-1,-1,-1
403135, 0, 0, 0, 1, 0, 0, 0
403136, 0, 0, 0, 0, 0, 0, 0
403138, 0, 0, 0, 0, 0, 0, 0
403143, 1, 0, 0, 0, 0, 0, 0
403145, 0, 0, 0, 0, 0, 0, 0
403148,-1,-1,-1,-1,-1,-1,-1
403152, 1, 0, 0, 0, 0, 0, 0
403154, 0, 0, 1, 0, 0, 1, 0
403155, 0, 0, 0, 0, 0, 0, 0
403159, 0, 0, 0, 0, 0, 0, 0
403160, 1, 0, 0, 0, 0, 1, 0
403164,-1,-1,-1,-1,-1,-1,-1
403166,-1,-1,-1,-1,-1,-1,-1
403170,-1,-1,-1,-1,-1,-1,-1
403172, 0, 0, 0, 0, 0, 0, 0
403173, 0, 0, 0, 0, 0, 1, 1
403174, 0, 0, 0, 0, 0, 0, 0
403175,-1,-1,-1,-1,-1,-1,-1
403176, 0, 0, 0, 0, 0, 0, 0
403178,-1,-1,-1,-1,-1,-1,-1
403181, 0, 0, 0, 0, 0, 0, 0
403182,-1,-1,-1,-1,-1,-1,-1
403187,-1,-1,-1,-1,-1,-1,-1
403190, 0, 0, 0, 0, 0, 0, 0
403192, 0, 0, 0, 0, 0, 0, 0
403195, 1, 1, 0, 0, 0, 0, 0
403203, 0, 0, 1, 1, 0, 0, 0
403211, 1, 0, 0, 0, 0, 0, 0
403213, 0, 0, 0, 0, 0, 0, 0
403214, 0, 0, 0, 0, 0, 0, 0
403216, 0, 0, 0, 0, 0, 1, 0
403217,-1,-1,-1,-1,-1,-1,-1
403219,-1,-1,-1,-1,-1,-1,-1
403220,-1,-1,-1,-1,-1,-1,-1
403221, 0, 0, 1, 0, 1, 0, 0
403222, 1, 1, 1, 1, 0, 1, 0
403226, 0, 0, 0, 0, 0, 1, 0
403228,-1,-1,-1,-1,-1,-1,-1
403230,-1,-1,-1,-1,-1,-1,-1
403236,-1,-1,-1,-1,-1,-1,-1
403237,-1,-1,-1,-1,-1,-1,-1
403241,-1,-1,-1,-1,-1,-1,-1
403252, 0, 0, 0, 0, 1, 1, 1
403253,-1,-1,-1,-1,-1,-1,-1
403259,-1,-1,-1,-1,-1,-1,-1
403260,-1,-1,-1,-1,-1,-1,-1
403265,-1,-1,-1,-1,-1,-1,-1
403267,-1,-1,-1,-1,-1,-1,-1
403272, 0, 0, 0, 0, 0, 0, 0
403273, 0, 1, 0, 1, 0, 0, 1
403277,-1,-1,-1,-1,-1,-1,-1
403278, 0, 1, 0, 0, 0, 0, 0
403282, 0, 1, 1, 0, 1, 0, 0
403283,-1,-1,-1,-1,-1,-1,-1
403285,-1,-1,-1,-1,-1,-1,-1
403286, 1, 0, 0, 1, 0, 1, 1
403287, 0, 0, 0, 0, 0, 0, 0
403292,-1,-1,-1,-1,-1,-1,-1
403293,-1,-1,-1,-1,-1,-1,-1
403296, 1, 0, 1, 0, 0, 0, 0
403297,-1,-1,-1,-1,-1,-1,-1
403298, 0, 0, 0, 0, 0, 0, 0
403302, 0, 0, 0, 0, 0, 1, 0
403306, 0, 0, 0, 0, 1, 0, 1
403307, 0, 0, 0, 0, 0, 0, 1
403308, 0, 0, 0, 0, 0, 0, 0
403314, 0, 0, 0, 0, 0, 0, 0
403317,-1,-1,-1,-1,-1,-1,-1
403318, 0, 0, 0, 0, 0, 0, 0
403321,-1,-1,-1,-1,-1,-1,-1
403322, 0, 0, 0, 0, 0, 0, 0
403323, 0, 0, 0, 0, 0, 0, 0
403324,-1,-1,-1,-1,-1,-1,-1
403330, 0, 0, 0, 0, 0, 0, 0
403331, 0, 0, 0, 0, 0, 0, 0
403336, 0, 0, 0, 0, 0, 1, 0
403343,-1,-1,-1,-1,-1,-1,-1
403345, 0, 0, 0, 1, 0, 0, 0
403347, 0, 1, 0, 1, 0, 1, 1
403348,-1,-1,-1,-1,-1,-1,-1
403352,-1,-1,-1,-1,-1,-1,-1
403353,-1,-1,-1,-1,-1,-1,-1
403354, 0, 0, 0, 0, 0, 0, 1
403358,-1,-1,-1,-1,-1,-1,-1
403362,-1,-1,-1,-1,-1,-1,-1
403367,-1,-1,-1,-1,-1,-1,-1
403368,-1,-1,-1,-1,-1,-1,-1
403373, 0, 0, 0, 0, 0, 0, 0
403374, 0, 0, 0, 0, 0, 0, 0
403376,-1,-1,-1,-1,-1,-1,-1
403379, 0, 0, 0, 0, 0, 0, 0
403380,-1,-1,-1,-1,-1,-1,-1
403382, 0, 0, 0, 0, 0, 0, 0
403383, 0, 0, 1, 0, 0, 0, 0
403384,-1,-1,-1,-1,-1,-1,-1
403385, 0, 0, 0, 0, 0, 0, 0
403386, 0, 0, 1, 0, 0, 1, 0
403387,-1,-1,-1,-1,-1,-1,-1
403389, 0, 0, 0, 0, 0, 0, 0
403391,-1,-1,-1,-1,-1,-1,-1
403392, 0, 0, 0, 0, 0, 0, 0
403394,-1,-1,-1,-1,-1,-1,-1
403396, 1, 0, 0, 1, 0, 0, 1
403399, 0, 0, 0, 0, 0, 0, 0
403401, 0, 0, 1, 0, 0, 0, 0
403402, 0, 0, 0, 0, 0, 0, 0
403404, 0, 0, 0, 0, 0, 0, 0
403406, 0, 0, 1, 0, 1, 0, 0
403407,-1,-1,-1,-1,-1,-1,-1
403408, 0, 0, 0, 0, 0, 0, 0
403410, 0, 0, 0, 0, 0, 0, 0
403411, 1, 0, 1, 0, 1, 0, 0
403413,-1,-1,-1,-1,-1,-1,-1
403414,-1,-1,-1,-1,-1,-1,-1
403416, 1, 1, 0, 0, 0, 0, 1
403418,-1,-1,-1,-1,-1,-1,-1
403419,-1,-1,-1,-1,-1,-1,-1
403421, 0, 0, 0, 0, 0, 0, 0
403423, 0, 0, 1, 0, 0, 0, 0
403424,-1,-1,-1,-1,-1,-1,-1
403427, 0, 0, 0, 0, 0, 0, 0
403430, 1, 1, 0, 1, 0, 0, 1
403431, 1, 1, 0, 1, 0, 1, 0
403432, 0, 0, 0, 0, 0, 0, 0
403434, 1, 0, 1, 0, 0, 0, 0
403442,-1,-1,-1,-1,-1,-1,-1
403443, 0, 0, 0, 0, 0, 0, 0
403454,-1,-1,-1,-1,-1,-1,-1
403457,-1,-1,-1,-1,-1,-1,-1
403458,-1,-1,-1,-1,-1,-1,-1
403459,-1,-1,-1,-1,-1,-1,-1
403460,-1,-1,-1,-1,-1,-1,-1
403463, 1, 0, 0, 0, 0, 1, 0
403464, 1, 0, 0, 0, 0, 1, 1
403470,-1,-1,-1,-1,-1,-1,-1
403471, 0, 0, 0, 0, 0, 0, 0
403474, 1, 0, 0, 0, 0, 1, 1
403476, 0, 0, 0, 0, 0, 0, 0
403478, 0, 1, 0, 0, 0, 0, 0
403480, 0, 0, 0, 1, 0, 0, 0
403481, 0, 0, 1, 0, 0, 0, 0
403482,-1,-1,-1,-1,-1,-1,-1
403484, 1, 0, 1, 0, 0, 1, 0
403491, 0, 1, 0, 1, 0, 1, 1
403495, 0, 0, 0, 0, 0, 0, 1
403498, 0, 0, 0, 0, 0, 0, 1
403499, 0, 0, 0, 0, 1, 0, 0
403500, 0, 1, 0, 0, 0, 0, 0
403501,-1,-1,-1,-1,-1,-1,-1
403502,-1,-1,-1,-1,-1,-1,-1
403503, 1, 0, 1, 0, 1, 0, 0
403505,-1,-1,-1,-1,-1,-1,-1
403508, 0, 1, 0, 1, 0, 0, 1
403510,-1,-1,-1,-1,-1,-1,-1
403511,-1,-1,-1,-1,-1,-1,-1
403512, 1, 1, 0, 0, 0, 0, 0
403513, 0, 0, 0, 0, 0, 0, 0
403515, 1, 0, 1, 0, 0, 0, 0
403517, 0, 0, 1, 0, 0, 0, 0
403519,-1,-1,-1,-1,-1,-1,-1
403523, 1, 0, 0, 0, 0, 0, 0
403527,-1,-1,-1,-1,-1,-1,-1
403528, 0, 0, 0, 0, 0, 0, 0
403535, 0, 0, 0, 0, 0, 0, 0
403537,-1,-1,-1,-1,-1,-1,-1
403538, 0, 0, 1, 0, 1, 0, 0
403540,-1,-1,-1,-1,-1,-1,-1
403541,-1,-1,-1,-1,-1,-1,-1
403546, 0, 0, 0, 0, 0, 0, 0
403550,-1,-1,-1,-1,-1,-1,-1
403552,-1,-1,-1,-1,-1,-1,-1
403553, 0, 0, 0, 0, 0, 0, 0
403554, 0, 1, 0, 1, 0, 1, 1
403560, 0, 0, 0, 0, 0, 0, 0
403563,-1,-1,-1,-1,-1,-1,-1
403567,-1,-1,-1,-1,-1,-1,-1
403570, 1, 0, 0, 0, 0, 0, 0
403571, 0, 0, 0, 0, 0, 0, 0
403573, 0, 0, 0, 0, 0, 0, 0
403577, 0, 0, 0, 0, 1, 0, 0
403578, 1, 0, 1, 0, 0, 0, 1
403579,-1,-1,-1,-1,-1,-1,-1
403581,-1,-1,-1,-1,-1,-1,-1
403593, 0, 0, 0, 0, 0, 0, 0
403599,-1,-1,-1,-1,-1,-1,-1
403600, 0, 0, 0, 0, 0, 0, 0
403603, 0, 0, 1, 0, 1, 0, 0
403605,-1,-1,-1,-1,-1,-1,-1
403606,-1,-1,-1,-1,-1,-1,-1
403609, 1, 0, 0, 0, 0, 0, 0
403612, 0, 0, 0, 0, 0, 1, 0
403616, 1, 0, 0, 0, 0, 0, 0
403617, 0, 0, 1, 0, 0, 1, 0
403620,-1,-1,-1,-1,-1,-1,-1
403623, 0, 0, 0, 0, 0, 0, 0
403624, 0, 1, 0, 0, 0, 1, 0
403625, 0, 0, 0, 0, 0, 0, 0
403626,-1,-1,-1,-1,-1,-1,-1
403630, 1, 1, 1, 1, 1, 1, 1
403634, 0, 0, 0, 0, 0, 0, 0
403635, 0, 0, 1, 0, 0, 0, 0
403640, 0, 0, 0, 0, 0, 0, 1
403644, 0, 0, 0, 0, 0, 0, 0
403649,-1,-1,-1,-1,-1,-1,-1
403650, 1, 0, 0, 0, 0, 0, 0
403653,-1,-1,-1,-1,-1,-1,-1
403658,-1,-1,-1,-1,-1,-1,-1
403660, 0, 0, 1, 0, 1, 0, 0
403661, 0, 0, 0, 0, 0, 1, 0
403669, 0, 0, 0, 0, 0, 0, 0
403670, 0, 0, 1, 0, 0, 0, 0
403672, 0, 0, 0, 1, 0, 0, 0
403675,-1,-1,-1,-1,-1,-1,-1
403678,-1,-1,-1,-1,-1,-1,-1
403679, 0, 0, 1, 0, 1, 0, 0
403682, 0, 0, 1, 0, 0, 0, 0
403683,-1,-1,-1,-1,-1,-1,-1
403684,-1,-1,-1,-1,-1,-1,-1
403685, 0, 0, 1, 0, 0, 1, 0
403688,-1,-1,-1,-1,-1,-1,-1
403690, 0, 1, 1, 0, 0, 1, 0
403693, 1, 0, 0, 1, 0, 1, 0
403696, 0, 0, 0, 0, 0, 1, 0
403697,-1,-1,-1,-1,-1,-1,-1
403698, 0, 0, 0, 0, 0, 0, 0
403704, 0, 0, 1, 0, 0, 0, 0
403706,-1,-1,-1,-1,-1,-1,-1
403707,-1,-1,-1,-1,-1,-1,-1
403709, 0, 0, 0, 0, 0, 0, 0
403710, 0, 0, 0, 0, 0, 1, 1
403712, 1, 0, 0, 0, 0, 0, 0
403716, 0, 0, 1, 0, 1, 0, 0
403718, 1, 0, 0, 0, 0, 0, 0
403723, 0, 0, 0, 0, 0, 0, 0
403725, 0, 0, 0, 0, 0, 0, 0
403732, 0, 0, 0, 0, 0, 0, 0
403737,-1,-1,-1,-1,-1,-1,-1
403738,-1,-1,-1,-1,-1,-1,-1
403740,-1,-1,-1,-1,-1,-1,-1
403741, 0, 0, 0, 0, 0, 0, 0
403744, 0, 0, 1, 0, 0, 0, 0
403746, 1, 0, 1, 0, 1, 0, 0
403748, 0, 0, 0, 0, 0, 1, 0
403749, 0, 0, 1, 0, 0, 0, 0
403750, 1, 0, 1, 0, 0, 0, 0
403751,-1,-1,-1,-1,-1,-1,-1
403752,-1,-1,-1,-1,-1,-1,-1
403757,-1,-1,-1,-1,-1,-1,-1
403758,-1,-1,-1,-1,-1,-1,-1
403761, 1, 1, 0, 1, 1, 1, 1
403762,-1,-1,-1,-1,-1,-1,-1
403764, 1, 0, 0, 0, 0, 0, 0
403768,-1,-1,-1,-1,-1,-1,-1
403772, 0, 0, 0, 0, 0, 0, 0
403773, 1, 0, 0, 0, 0, 1, 0
403776,-1,-1,-1,-1,-1,-1,-1
403779,-1,-1,-1,-1,-1,-1,-1
403780, 0, 0, 1, 0, 1, 0, 1
403781, 0, 0, 0, 0, 0, 0, 0
403788,-1,-1,-1,-1,-1,-1,-1
403792, 0, 0, 0, 0, 0, 0, 0
403796,-1,-1,-1,-1,-1,-1,-1
403797, 1, 0, 1, 0, 1, 0, 0
403800, 0, 0, 0, 1, 0, 0, 1
403801, 1, 0, 1, 1, 0, 0, 0
403806,-1,-1,-1,-1,-1,-1,-1
403813, 0, 0, 0, 0, 0, 0, 1
403820, 0, 0, 0, 0, 0, 0, 0
403821,-1,-1,-1,-1,-1,-1,-1
403824,-1,-1,-1,-1,-1,-1,-1
403829, 0, 0, 0, 1, 0, 1, 1
403831,-1,-1,-1,-1,-1,-1,-1
403832, 0, 0, 1, 0, 0, 1, 0
403835,-1,-1,-1,-1,-1,-1,-1
403837,-1,-1,-1,-1,-1,-1,-1
403841,-1,-1,-1,-1,-1,-1,-1
403844,-1,-1,-1,-1,-1,-1,-1
403848, 0, 0, 0, 1, 0, 1, 0
403851, 0, 0, 0, 0, 0, 0, 0
403853, 0, 0, 0, 0, 0, 0, 0
403857,-1,-1,-1,-1,-1,-1,-1
403860, 1, 0, 0, 0, 0, 0, 0
403861, 1, 0, 0, 0, 0, 0, 0
403864, 0, 0, 0, 0, 0, 0, 0
403866, 0, 0, 0, 0, 0, 0, 0
403867, 1, 0, 0, 1, 0, 1, 1
403868, 0, 0, 0, 0, 0, 1, 0
403872, 0, 1, 1, 0, 0, 0, 0
403874, 0, 0, 0, 0, 0, 0, 0
403877, 0, 0, 0, 0, 0, 0, 0
403878,-1,-1,-1,-1,-1,-1,-1
403882,-1,-1,-1,-1,-1,-1,-1
403885, 0, 0, 1, 0, 0, 0, 0
403886,-1,-1,-1,-1,-1,-1,-1
403887,-1,-1,-1,-1,-1,-1,-1
403889, 1, 0, 1, 0, 1, 0, 0
403893, 0, 0, 0, 0, 0, 1, 0
403896,-1,-1,-1,-1,-1,-1,-1
403897, 0, 0, 0, 0, 0, 0, 0
403903,-1,-1,-1,-1,-1,-1,-1
403904, 1, 0, 1, 0, 0, 0, 0
403907,-1,-1,-1,-1,-1,-1,-1
403908, 0, 0, 0, 0, 0, 0, 0
403911, 0, 0, 1, 0, 1, 1, 0
403912,-1,-1,-1,-1,-1,-1,-1
403913,-1,-1,-1,-1,-1,-1,-1
403918, 0, 0, 1, 0, 0, 0, 0
403919, 0, 0, 0, 1, 0, 0, 1
403921, 0, 0, 1, 0, 0, 1, 0
403925, 0, 0, 0, 0, 1, 1, 0
403928, 0, 1, 1, 0, 1, 0, 0
403929, 0, 0, 1, 0, 1, 0, 0
403930, 0, 0, 1, 0, 1, 0, 0
403931,-1,-1,-1,-1,-1,-1,-1
403935, 0, 0, 0, 0, 0, 0, 0
403936,-1,-1,-1,-1,-1,-1,-1
403937, 1, 0, 1, 0, 1, 0, 0
403938, 0, 1, 0, 1, 0, 0, 0
403940,-1,-1,-1,-1,-1,-1,-1
403941,-1,-1,-1,-1,-1,-1,-1
403942,-1,-1,-1,-1,-1,-1,-1
403945,-1,-1,-1,-1,-1,-1,-1
403947,-1,-1,-1,-1,-1,-1,-1
403951, 0, 1, 0, 1, 0, 0, 0
403953, 0, 0, 1, 0, 0, 0, 0
403954,-1,-1,-1,-1,-1,-1,-1
403955, 0, 0, 0, 0, 0, 0, 0
403956, 0, 0, 0, 0, 0, 0, 0
403957,-9,-9,-9,-9,-9,-9,-9
403960,-1,-1,-1,-1,-1,-1,-1
403962, 0, 0, 0, 0, 0, 1, 0
403963, 0, 0, 0, 0, 0, 0, 0
403964, 0, 0, 0, 0, 0, 0, 0
403966,-1,-1,-1,-1,-1,-1,-1
403968,-1,-1,-1,-1,-1,-1,-1
403970, 0, 0, 0, 0, 0, 0, 1
403971,-1,-1,-1,-1,-1,-1,-1
403972, 0, 0, 0, 0, 0, 0, 0
403978, 0, 0, 0, 0, 0, 0, 0
403979, 0, 0, 0, 0, 0, 0, 1
403987,-1,-1,-1,-1,-1,-1,-1
403988,-1,-1,-1,-1,-1,-1,-1
403990, 0, 0, 0, 0, 0, 0, 0
403991, 0, 0, 0, 0, 0, 0, 0
403993,-1,-1,-1,-1,-1,-1,-1
403994,-1,-1,-1,-1,-1,-1,-1
403999, 0, 1, 1, 0, 0, 0, 0
404001, 0, 0, 0, 0, 0, 1, 0
404002, 0, 0, 0, 0, 0, 1, 0
404004,-1,-1,-1,-1,-1,-1,-1
404007, 0, 0, 0, 0, 0, 0, 0
404009,-1,-1,-1,-1,-1,-1,-1
404011, 0, 0, 0, 0, 0, 0, 1
404016, 0, 0, 0, 0, 0, 0, 0
404017, 0, 0, 0, 1, 0, 1, 1
404020,-1,-1,-1,-1,-1,-1,-1
404021,-1,-1,-1,-1,-1,-1,-1
404025,-1,-1,-1,-1,-1,-1,-1
404026, 0, 0, 0, 0, 0, 1, 0
404030, 1, 1, 0, 1, 0, 0, 1
404032,-1,-1,-1,-1,-1,-1,-1
404037, 0, 0, 0, 0, 0, 1, 0
404038, 1, 0, 0, 0, 0, 0, 0
404039, 0, 1, 0, 1, 0, 1, 1
404042,-1,-1,-1,-1,-1,-1,-1
404043,-1,-1,-1,-1,-1,-1,-1
404045, 0, 0, 0, 0, 0, 0, 0
404047, 0, 0, 1, 0, 0, 0, 0
404048, 0, 0, 0, 0, 0, 0, 0
404050, 0, 0, 0, 0, 0, 1, 0
404051,-1,-1,-1,-1,-1,-1,-1
404055, 1, 0, 0, 0, 0, 0, 0
404057, 1, 0, 1, 0, 0, 0, 0
404058,-1,-1,-1,-1,-1,-1,-1
404060, 0, 0, 0, 0, 0, 0, 0
404061, 0, 0, 1, 1, 0, 0, 0
404066,-1,-1,-1,-1,-1,-1,-1
404071, 0, 0, 0, 1, 0, 0, 0
404072, 0, 0, 0, 0, 0, 0, 0
404075, 0, 0, 0, 0, 1, 0, 0
404076,-1,-1,-1,-1,-1,-1,-1
404077,-1,-1,-1,-1,-1,-1,-1
404081,-1,-1,-1,-1,-1,-1,-1
404082, 0, 1, 1, 0, 0, 1, 1
404084,-1,-1,-1,-1,-1,-1,-1
404087,-1,-1,-1,-1,-1,-1,-1
404090, 0, 0, 0, 0, 0, 0, 0
404092, 1, 0, 0, 0, 0, 0, 0
404097, 1, 0, 1, 0, 0, 0, 0
404098, 0, 0, 0, 0, 0, 0, 0
404101, 0, 0, 0, 0, 0, 0, 0
404105,-1,-1,-1,-1,-1,-1,-1
404106, 0, 0, 0, 0, 0, 1, 1
404108, 0, 0, 0, 0, 0, 0, 0
404111,-1,-1,-1,-1,-1,-1,-1
404112,-1,-1,-1,-1,-1,-1,-1
404113,-1,-1,-1,-1,-1,-1,-1
404121,-1,-1,-1,-1,-1,-1,-1
404124,-1,-1,-1,-1,-1,-1,-1
404125, 0, 0, 0, 0, 0, 1, 0
404127,-1,-1,-1,-1,-1,-1,-1
404129,-1,-1,-1,-1,-1,-1,-1
404130, 1, 0, 1, 0, 0, 0, 1
404131,-1,-1,-1,-1,-1,-1,-1
404137, 0, 0, 0, 0, 0, 0, 0
404143,-1,-1,-1,-1,-1,-1,-1
404147,-1,-1,-1,-1,-1,-1,-1
404149,-1,-1,-1,-1,-1,-1,-1
404150, 0, 0, 0, 0, 0, 0, 0
404151,-1,-1,-1,-1,-1,-1,-1
404154,-1,-1,-1,-1,-1,-1,-1
404158, 0, 0, 0, 0, 0, 0, 0
404163, 0, 0, 1, 0, 0, 0, 0
404168, 0, 0, 0, 0, 0, 0, 0
404169, 0, 0, 0, 0, 0, 0, 0
404174, 0, 0, 0, 0, 0, 0, 0
404176, 0, 0, 0, 0, 0, 0, 0
404182, 0, 0, 0, 0, 0, 0, 0
404184, 0, 0, 0, 1, 0, 1, 0
404189,-1,-1,-1,-1,-1,-1,-1
404191, 0, 0, 0, 0, 0, 0, 0
404192,-1,-1,-1,-1,-1,-1,-1
404200, 1, 0, 0, 1, 0, 0, 1
404201, 0, 0, 0, 0, 0, 0, 0
404207, 0, 0, 0, 0, 0, 1, 0
404220, 1, 0, 0, 0, 0, 0, 1
404221, 0, 0, 0, 0, 0, 0, 0
404224, 0, 0, 0, 0, 0, 1, 0
404225, 1, 0, 0, 0, 0, 0, 0
404229, 0, 0, 0, 0, 0, 1, 0
404230, 0, 1, 1, 1, 0, 0, 0
404232, 0, 0, 1, 0, 1, 0, 0
404236, 0, 0, 0, 0, 0, 0, 0
404238, 1, 0, 1, 0, 0, 0, 0
404239, 0, 0, 0, 0, 0, 0, 0
404240,-1,-1,-1,-1,-1,-1,-1
404241, 0, 1, 1, 1, 1, 1, 1
404245, 1, 0, 0, 0, 0, 0, 0
404248, 0, 1, 0, 1, 0, 0, 0
404249,-1,-1,-1,-1,-1,-1,-1
404250, 0, 0, 0, 0, 0, 0, 0
404252, 0, 0, 0, 0, 0, 0, 0
404260, 0, 0, 0, 0, 0, 0, 0
404263, 0, 0, 0, 0, 0, 0, 0
404264,-1,-1,-1,-1,-1,-1,-1
404266, 0, 0, 1, 0, 0, 0, 0
404268, 0, 0, 0, 0, 0, 0, 0
404269,-1,-1,-1,-1,-1,-1,-1
404275,-1,-1,-1,-1,-1,-1,-1
404277, 0, 0, 1, 0, 0, 0, 1
404278,-1,-1,-1,-1,-1,-1,-1
404279,-1,-1,-1,-1,-1,-1,-1
404281, 0, 0, 0, 0, 0, 1, 0
404282, 0, 0, 0, 0, 0, 0, 0
404285, 1, 0, 0, 0, 1, 0, 0
404286,-1,-1,-1,-1,-1,-1,-1
404291, 0, 0, 0, 0, 0, 0, 0
404293, 1, 0, 0, 0, 0, 0, 0
404294, 0, 0, 0, 0, 0, 0, 0
404298,-1,-1,-1,-1,-1,-1,-1
404300,-1,-1,-1,-1,-1,-1,-1
404301,-1,-1,-1,-1,-1,-1,-1
404304,-1,-1,-1,-1,-1,-1,-1
404307, 0, 0, 0, 0, 0, 0, 0
404311,-1,-1,-1,-1,-1,-1,-1
404319, 1, 0, 0, 0, 0, 0, 0
404321, 0, 0, 1, 0, 0, 0, 0
404322, 0, 0, 0, 0, 0, 0, 0
404323, 0, 0, 1, 0, 0, 0, 0
404324, 0, 0, 0, 0, 0, 1, 0
404327, 0, 0, 1, 0, 0, 0, 0
404330,-1,-1,-1,-1,-1,-1,-1
404331, 0, 0, 0, 0, 0, 0, 0
404334, 0, 0, 0, 0, 1, 0, 0
404336, 0, 0, 0, 0, 0, 0, 0
404337, 0, 0, 0, 0, 0, 0, 0
404338,-1,-1,-1,-1,-1,-1,-1
404339, 0, 0, 0, 0, 0, 0, 0
404343, 0, 0, 0, 0, 0, 0, 0
404348,-1,-1,-1,-1,-1,-1,-1
404351, 0, 0, 0, 0, 0, 0, 0
404353, 1, 0, 1, 0, 0, 1, 0
404354, 0, 0, 0, 0, 0, 0, 0
404358, 0, 0, 1, 0, 0, 0, 0
404359, 0, 0, 0, 0, 0, 0, 0
